2020-07-30 14:42:12,150 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-07-30 14:42:12,238 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-07-30 14:42:12,239 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-07-30 14:42:12,240 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-07-30 14:42:12,283 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-07-30 14:42:12,284 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-07-30 14:42:12,404 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-07-30 14:48:38,319 INFO  SwAddin.cs: 271 - Assembly export called for file Assembly+90y.SLDASM
2020-07-30 14:48:40,061 INFO  SwAddin.cs: 290 - Saving assembly
2020-07-30 14:48:40,138 INFO  SwAddin.cs: 293 - Opening property manager
2020-07-30 14:48:40,156 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Assembly+90y.SLDASM
2020-07-30 14:48:40,166 INFO  ExportHelperExtension.cs: 1142 - Found 40 in Assembly+90y.SLDASM
2020-07-30 14:48:40,167 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Assembly+90y.SLDASM
2020-07-30 14:48:40,167 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-30 14:48:40,169 INFO  ExportHelperExtension.cs: 1167 - 6 components to check
2020-07-30 14:48:40,170 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Camera-1
2020-07-30 14:48:40,170 INFO  ExportHelperExtension.cs: 1142 - Found 29 in Camera-1
2020-07-30 14:48:40,171 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Camera-1
2020-07-30 14:48:40,171 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from BASE-1
2020-07-30 14:48:40,172 INFO  ExportHelperExtension.cs: 1142 - Found 44 in BASE-1
2020-07-30 14:48:40,172 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in BASE-1
2020-07-30 14:48:40,172 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Caster Wheel-1
2020-07-30 14:48:40,173 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Caster Wheel-1
2020-07-30 14:48:40,173 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Caster Wheel-1
2020-07-30 14:48:40,174 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Lidar-1
